estacion_servicio,regular,premium,diesel
2772,,,21.99
2772,,22.74,
10000,,23.55,
10000,20.15,,
10000,,,21.99
10146,,22.99,
10146,20.29,,
9952,19.85,22.99,21.99
9941,20.25,,22.25
9941,,22.45,
10026,18.65,,
10026,,,19.39
10219,19.99,,
10219,,22.99,
9984,14.99,,
10233,20.49,,
10233,,22.69,
10184,15.59,,
10098,20.29,22.59,22.29
2908,21.74,22.99,
10166,,21.69,21.86
10166,19.98,,
10230,21.52,,
10230,,23.08,22.29
10020,20.99,22.59,
10172,19.99,21.79,21.79
9987,21.89,23.19,
10010,21.99,23.19,23.19
10190,21.55,22.95,22.95
10147,19.95,22.15,22.25
10008,20.29,21.84,
9947,19.99,21.99,21.99
9966,21.52,,
9966,,23.08,22.29
10153,21.89,23.19,23.19
10033,21.89,23.19,23.19
10208,20.78,,
10208,,21.87,
10041,,23.47,
10041,21.38,,23.07
9935,19.81,,21.55
10185,20.85,,22.15
10078,19.99,21.99,21.37
10161,21.6,,
10161,,,22.2
10077,20.89,22.39,
2437,19.75,,20.97
10061,19.65,21.76,20.8
9951,19.6,,
9951,,,
10254,19.99,21.99,21.37
10083,,,21.77
10083,20.09,21.99,
10087,21.45,,21.95
10087,,22.95,
9989,19.75,21.79,20.99
10238,19.45,,19.55
10238,,16.78,
10049,,,22.98
10049,21.89,,
10063,17.99,,
10063,,,18.6
10063,,18.1,
10035,16.68,,
10035,,19.28,
2428,20.09,22.49,
10027,19.59,,
10027,,,20.26
10244,19.99,,22.19
10244,,22.99,
10176,16.68,,
10176,,19.28,21.69
10024,20.99,21.99,21.39
10217,16.54,,
10217,,18.97,
10028,20.69,21.99,21.99
10060,,21.99,
10060,19.99,,
10195,19.49,21.69,20.95
10106,19.81,21.78,21.19
10194,19.19,21.39,
10194,,,20.26
2355,18.75,18.85,19.2
9970,20.59,21.19,21.99
10215,19.29,,
10215,,,20.69
10215,,21.84,
10105,19.49,,21.19
10105,,21.79,
10121,21.46,23.15,
10121,,,22.9
10225,21.38,23.49,22.25
10030,18.99,21.05,20.79
10100,19.85,21.99,21.49
10067,19.25,,
10067,,21.29,20.85
9956,19.65,,
9956,,,20.89
9956,,21.89,
10031,19.81,21.82,21.19
2334,21.89,22.99,21.49
10229,,21.99,
10229,19.99,,20.99
10046,,,21.09
10046,19.49,,
10046,,21.89,
10089,20.59,,
10089,,22.59,
10089,,,21.89
10045,20.7,22.65,22.3
10205,20.59,,
10205,,22.59,
9950,,21.9,
9950,18.99,,
10158,19.29,21.24,
10120,19.45,,
10120,,21.75,
10103,19.99,,
10103,,21.99,
10103,,,22.85
9954,,21.24,20.5
9954,19.22,,
2505,19.27,21.69,
2505,,,21.13
10173,19.15,,
10173,,21.3,
9933,19.9,,
9933,,,20.99
9933,,21.99,
9924,,22.29,
9924,20.76,,
9924,,,21.26
10093,19.15,,
10093,,21.1,
10130,20.99,22.59,22.14
10178,19.79,,
10178,,21.99,
10073,20.45,,
10073,,22.49,
10110,19.79,,
10110,,22.06,
10110,,,21.61
10157,19.99,,
10157,,,
10183,20.77,,
10183,,22.69,
2238,21.03,24.37,22.75
10096,19.14,20.82,20.69
9942,19.29,21.29,21.29
9937,20.69,22.39,
9963,20.27,21.95,
9963,,,21.62
9997,20.79,,
9997,,22.51,21.99
10050,20.65,,21.75
10050,,21.95,
10141,21.2,22.5,22.2
10088,19.59,21.79,21.49
10150,22.06,23.57,23.3
9969,19.25,21.05,20.5
2040,20.09,22.11,21.75
10145,21.25,22.5,21.95
9931,20.45,22.98,
9931,,,21.99
10108,20.44,22.15,
9936,21.25,22.5,
10006,19.99,22.1,
10070,20.29,21.99,
10175,21.6,23.05,22.72
9991,20.99,,
9991,,22.35,
10084,19.12,,20.54
10171,19.79,22.19,
2482,21.49,22.99,22.49
10213,20.14,22.35,
10062,,22.59,
10062,19.99,,
10239,18.45,18.18,
10239,,,16.54
9975,18.99,21.19,20.69
10090,19.89,,20.69
10090,,21.69,
10047,19.19,19.36,20.03
10204,21.99,,23.29
9976,18.99,,20.39
10220,21.57,23.29,22.99
9993,20.65,,21.75
9993,,21.95,
2440,20.05,22.02,20.85
10222,20.58,,21.58
10259,20.85,22.65,22.3
9939,20.73,22.96,21.81
10022,18.75,,
10022,,20.68,
10242,21.4,,22.4
10207,21.4,23.2,22.2
9962,20.83,,22.45
9945,,22.92,
9945,,,21.47
9945,20.47,,
10182,20.59,22.4,22.1
10023,,,21.5
10023,19.99,,
2457,19.89,,
2457,,21.99,
10240,,22.98,
10240,20.95,,21.5
9944,20.2,,
9971,20.45,,21.59
10177,22.1,23.1,22.9
10256,,22.99,21.39
10256,20.89,,
9949,20.99,22.49,22.54
10055,20.6,22.3,
10043,19.69,22.09,
9999,20.6,22.3,
9999,,,22.3
10018,19.49,,
10018,,21.99,
10018,,,20.89
2357,21.19,22.79,22.74
10086,,,22.58
10086,21.19,,
10075,19.59,22.09,
10075,,,20.69
10001,18.99,,
10001,,22.99,22.1
10094,20.56,22.98,21.53
10058,20.81,,
10058,,,22.8
10058,,20.41,
10174,16.29,17.29,
10241,20.99,,
10181,19.89,21.79,20.95
10059,19.23,21.93,20.83
10247,19.44,21.74,20.74
2048,19.49,,
2048,,21.69,
10143,19.44,21.74,20.74
10118,19.99,21.29,21.29
10209,16.55,19.15,21.65
10012,16.55,19.15,21.65
10228,16.55,19.15,21.65
10232,20.99,21.99,21.39
10021,20.55,22.99,
10021,,,21.89
10165,20.48,,21.65
10197,16.95,,19.05
10197,,0.01,
9961,,22.73,22.75
9961,21.4,,
2508,20.69,,22.29
10065,19.22,21.35,20.8
10203,17.19,19.49,
10169,19.99,,21.29
9986,19.14,,
9986,,21.39,
9986,,,20.99
10198,20.99,22.99,22.8
10170,,22.68,
10170,20.39,,
10068,22.15,23.25,23.35
10212,20.25,,
10212,,,21.74
10212,,21.89,
10140,20.5,22.6,22.5
10167,20.5,22.6,22.5
2319,20.89,22.99,
10119,21.09,22.59,
10038,20.5,22.6,22.5
9930,20.2,,21.19
9930,,22.18,
10132,20.25,,
10132,,,21.74
10132,,21.89,
10245,18.69,20.94,20.19
9926,20.2,22.45,21.75
9940,20.74,22.99,
9940,,,21.49
10142,20.49,,21.39
10142,,22.84,
10081,21.09,,22.39
10081,,22.89,
10218,20.74,,
10218,,,22.34
10218,,22.94,
2458,19.7,,21.7
9985,20.99,22.99,
10115,21.59,23.39,
10052,20.59,22.99,21.79
9928,21.24,22.5,22.32
9958,19.74,,21.29
9958,,21.99,
10193,,22.46,
10193,20.97,,
10193,,,22.52
10196,,,20.95
10196,16.89,18.89,
10117,,22.46,
10117,20.97,,
10117,,,22.52
10250,21.59,23.29,
10231,,22.46,
10231,20.97,,
10231,,,22.52
2144,20.29,22.89,21.79
10054,19.33,,
10054,,,21.63
10054,,22.83,
9968,19.93,,
9968,,22.49,21.59
10064,20.99,22.6,
10257,21.29,23.29,
10076,21.19,23.19,22.09
10005,,,21.99
10005,20.63,22.27,
9980,21.29,23.29,22.09
10187,21.38,23.49,
10048,22.99,24.83,24.28
10109,20.91,22.61,22.23
2101,20.24,22.14,21.9
10236,19.8,,21.69
10199,,21.89,
10199,,,20.99
10199,19.99,,
10180,20.24,22.39,22.24
9982,20.99,,
9982,,21.99,
10162,,,22.5
10201,,,22.59
10201,20.99,,
10201,,22.99,
10224,20.99,22.99,
9992,19.8,22.05,21.69
9978,19.8,21.8,
10072,18.99,20.99,19.49
2484,15.18,,
2484,,17.92,21.11
10221,18.55,19.25,21.52
9948,20.3,,
9948,,22.9,
10136,21.39,23.39,
9973,18.99,20.99,19.49
9957,20.89,22.85,
9957,,,21.95
10125,,23.19,
10125,20.79,,
9972,21.29,22.69,22.79
10114,20.89,,22.49
10013,21.04,22.65,
10013,,,22.8
9927,20.89,22.29,22.49
2058,20.54,,
2058,,23.04,
2058,,,21.69
10129,,22.99,
10129,,,22.31
10129,21.39,,
10234,20.39,22.19,22.09
10131,,22.58,
10131,20.98,,
10131,,,22.49
10210,,23.09,
10210,21.39,,
10210,,,21.91
10246,,,20.85
10246,19.69,,
10246,,21.99,
10051,,,21.39
10051,16.79,,
10051,,20.54,
10156,15.13,16.83,15.95
10133,20.6,22.2,22.1
10164,19.89,21.51,21.55
10249,21.8,22.1,21.52
2233,21.39,22.69,
10127,20.67,,
9979,,23.39,
9979,21.89,,
10151,15.49,17.79,
10192,21.75,,23.04
10189,19.09,22.19,
10189,,,21.83
10160,,,
10160,20.45,,
10101,,23.99,21.94
10101,21.69,,
10092,21.99,23.99,21.94
9998,21.79,23.99,
9990,19.9,,
9990,,21.39,
2202,21.69,22.94,
10004,19.95,22.05,21.85
9932,19.79,,
9932,,22.19,
9988,19.59,,
9988,,22.19,
9938,20.99,22.99,
10107,,,23.49
10107,21.19,22.99,
10069,17.25,18.39,18.99
10163,21.96,,22.67
10091,20.49,,
10091,,,21.89
10091,,18.6,
10009,20.29,,
10009,,,21.39
10009,,22.59,
10104,20.45,,21.9
2056,20.5,22.57,21.9
10139,21.95,23.32,22.99
2265,20.57,,
2265,,,21.78
2265,,22.92,
2526,19.8,21.86,20.84
2541,21.49,22.69,
2210,20.84,22.74,
2444,21.49,23.79,
2409,20.99,,
2409,,,21.99
2409,,22.99,
2423,19.59,,
2423,,,21.09
2423,,21.99,
2112,20.59,,
2112,,,21.99
2112,,22.99,
2558,20.29,,
2558,,23.85,
2558,,,21.99
9295,20.3,23.01,21.7
9767,16.59,,
9767,,19.94,
9650,18.99,20.99,
9498,20.45,,
9498,,22.98,
9800,19.8,22.05,21.69
9333,18.99,20.99,
9333,,,19.16
9398,20.38,,21.89
9398,,22.49,
9479,20.2,21.98,21.78
9634,20.38,22.99,21.99
9482,19.95,,
9482,,,21.99
9482,,21.99,
2206,20.79,,
2206,,23.89,
2206,,,22.29
9680,19.25,21.15,
9565,20.99,,
9565,,,22.59
9565,,22.99,
9577,20.6,22.3,22.25
9412,20.6,22.3,22.25
9776,19.98,21.68,21.65
9624,,,21.49
9624,19.99,,
9624,,22.54,
9535,,,21.49
9535,19.99,,
9535,,22.54,
9743,16.68,,
9743,,19.28,21.69
9502,21.82,23.35,22.08
9916,,23.3,
9916,21.5,,
2536,19.09,,
2536,,22.99,21.19
9384,18.78,,
9384,,20.88,
9809,20.79,22.99,21.89
9612,20.29,22.99,22.89
9641,,21.59,19.66
9641,18.58,,
9370,,21.85,21.2
9819,20.79,22.74,22.09
9537,,,19.99
9537,19.49,,
9537,,21.99,
9464,,23.25,21.79
9464,21.19,,
9437,,,21.89
9437,,22.09,
9437,20.44,,
9610,21.36,22.66,22.61
2381,20.69,,
2381,,,21.09
2381,,22.99,
9561,20.12,21.99,21.99
9601,19.64,22.41,21.51
9514,21.48,,
9514,,22.95,
9663,20.29,22.29,22.09
9589,19.89,22.29,21.49
9594,20.29,22.29,22.09
9614,20.59,,
9614,,22.45,
9910,,22.3,
9910,19.65,,
9602,21.19,22.63,22.45
9699,21.15,,
9699,,23.85,21.99
2205,21.34,,22.99
2205,,22.99,
9688,21.41,,
9688,,23.98,
9688,,,21.99
9889,21.41,,
9889,,23.72,22.32
9314,21.41,,
9314,,23.72,22.32
9549,21.41,,
9549,,23.72,22.32
9803,21.41,,
9803,,23.72,22.32
9473,21.41,,
9473,,23.98,21.99
9511,21.41,,
9511,,23.72,
9374,21.35,22.45,
9920,19.75,22.31,21.62
9499,18.99,,
9499,,21.69,
2424,19.99,21.79,21.39
9775,16.59,,
9775,,19.94,
9775,,,19.09
9838,,23.3,
9838,,,22.95
9838,21.5,,
9649,21.65,23.75,22.99
9805,,,22.95
9805,21.5,,
9736,16.59,,
9736,,19.94,
9785,19.95,22.95,21.8
9700,16.69,,
9700,,,20.89
9700,,19.94,
9816,16.69,,
9816,,,20.89
9816,,19.94,
9909,19.98,22.1,21.45
9713,16.69,,
9713,,19.94,
2266,20.58,22.46,22.49
9658,19.81,22.41,
9741,20.94,,
9741,,22.65,21.84
9510,21.19,,22.19
9510,,,
9485,19.69,22.15,
9740,20.79,22.99,
9898,19.75,22.41,
9817,19.74,22.33,21.35
9835,,,22.49
9835,20.99,,
9835,,23.99,
9753,20.28,,
9753,,22.98,
9583,19.7,21.5,21.35
2350,,,21.88
2350,20.63,,
2350,,22.89,
9764,20.2,,22.44
9726,20.7,22.65,
9371,21.52,22.92,22.85
9778,20.98,,
9778,,,22.49
9778,,22.49,
9683,20.45,,
9683,,22.98,22.57
9352,,22.95,
9352,19.98,,
9921,21.29,,22.69
9921,,22.99,
9724,,,21.35
9724,19.84,21.59,
9546,19.74,21.9,21.29
9303,20.82,22.35,21.99
2171,15.39,,
2171,,17.99,
9317,21.23,22.72,22.75
9677,19.99,,
9677,,,21.5
9677,,21.99,
9657,19.99,,
9657,,,21.55
9657,,22.2,
9528,20.99,,
9528,,,21.88
9528,,21.99,
9684,21.39,22.78,22.69
9636,21.51,23.19,22.97
9399,16.69,,
9399,,,20.89
9399,,19.94,
9897,19.5,22.39,22.29
9824,21.99,23.99,21.94
9518,19.59,21.99,
2256,19.29,,
2256,,,20.99
2256,,22.49,
9628,19.69,21.99,
9628,,,19.99
9291,21.99,23.99,
9379,20.99,,
9379,,22.99,
9878,20.99,23.09,22.23
9454,21.19,,
9454,,22.29,
9454,,,22.39
9761,,22.83,
9761,20.93,,22.53
9891,19.65,21.65,20.7
9759,21.85,23.65,23.45
9879,21.75,,
9879,,22.89,
9879,,,22.13
9492,19.8,,
9492,,21.9,
2054,20.59,,
2054,,23.19,
9756,20.59,22.99,21.39
9692,20.59,22.19,21.69
9434,20.99,21.99,21.49
9413,19.79,21.79,20.89
9718,19.99,21.99,20.99
9851,18.99,21.49,20.79
9865,21.76,23.31,
9302,20.89,22.49,
9727,20.14,21.99,
9529,20.39,,
9529,,,21.69
9529,,22.69,
2327,,22.19,
2327,19.99,,
9760,21.39,,
9444,19.63,22.34,
9356,20.59,,21.79
9356,,22.19,
9651,20.19,,
9651,,,22.1
9651,,23.05,
9638,21.9,23.4,
9476,,21.99,
9476,20.7,,
9742,21.99,23.99,
9895,20.19,,
9895,,,21.39
9895,,22.15,
9596,21.08,22.58,
9572,20.9,,
9572,,,22.6
2072,20.99,,
2072,,22.49,
9405,19.95,,
9405,,,21.45
9405,,22.15,
9545,20.19,,
9545,,,21.39
9545,,21.99,
9311,21.78,23.39,23.45
9768,19.3,21.55,
9768,,,21.09
9337,22.65,23.8,23.92
9802,20.45,,
9802,,22.49,21.79
9836,20.19,22.99,
9874,20.27,,
9874,,,21.69
9874,,22.6,
9443,19.8,,19.6
9500,19.99,,
9500,,21.94,21.49
2566,20.19,,
2566,,21.99,
9745,,22.19,
9745,19.74,,
9745,,,20.99
9331,,,
9331,21.3,,22.5
9892,20.95,,
9892,,,22.49
9661,19.65,21.45,
9887,19.68,21.75,21.6
9503,19.79,,
9503,,21.97,
9503,,,21.49
9403,15.19,,
9403,,17.85,
9421,19.79,,
9421,,21.89,21.39
9701,21.5,22.5,22.45
9774,19.65,21.7,21.55
2253,20.49,,
2253,,22.99,
9508,19.79,,
9508,,21.89,
9508,,,21.35
9752,21.08,22.58,22.48
9791,19.85,,
9791,,21.89,21.39
9673,19.65,21.75,21.6
9593,16.79,20.19,21.29
9357,19.99,21.99,20.99
9393,19.99,21.99,20.99
9792,21.06,22.56,
9815,21.69,,
9815,,,21.99
9815,,22.99,
9666,21.69,,
9666,,22.99,
2285,18.89,,
2285,,22.19,
2285,,,20.55
9447,19.86,21.75,21.35
9493,20.5,,
9493,,,22.2
9493,,22.75,
9531,20.59,22.19,
9531,,,22.14
9738,21.55,23.15,23.27
9653,,22.09,
9653,,,21.59
9653,19.99,,
9687,,,18.79
9470,20.9,,
9470,,22.4,22.2
9363,20.49,,
9363,,,21.29
9363,,21.49,
9609,,22.5,
9630,20.14,,
9630,,22.14,
2306,15.39,,
2306,,17.99,
9599,19.99,,
9599,,22.19,
9599,,,20.99
9698,19.99,22.29,21.09
9481,19.89,,
9481,,22.29,
9481,,,21.29
9769,,21.66,
9769,20.21,,
9769,,,20.99
9336,,,21.59
9336,19.99,,
9336,,21.67,
9525,20.09,21.99,21.77
9749,,,22.5
9749,19.85,,
9439,20.55,,
9439,,20.9,21.25
9861,19.79,,
9861,,22.39,
9400,19.34,21.94,20.99
2384,19.19,,
2384,,22.99,
2384,,,21.19
9796,21.3,22.3,22.5
9853,15.53,17.23,
9484,21.3,22.3,22.5
9334,21.55,23.15,23.27
9490,19.29,21.71,20.63
9830,19.67,,19.13
9732,19.15,21.35,20.95
9404,21.5,22.49,22.42
9831,19.69,21.45,20.63
9475,20.7,22.65,22.4
2047,20.29,,
2047,,22.99,
2047,,,21.19
9869,20.05,21.58,21.6
9648,16.27,,
9648,,,16.53
9702,,21.99,
9702,19.89,,21.59
9639,19.65,,21.35
9846,19.85,19.9,20.75
9588,19.99,,21.29
9588,,22.29,
9644,18.6,20.95,
9353,21.95,23.1,23.17
9527,19.85,,21.55
9527,,21.99,
9309,,,21.74
9309,20.66,,
2192,20.49,,
2192,,23.89,22.15
9294,18.89,20.99,
9471,19.98,21.98,
9471,,,
9922,20.7,21.95,21.9
9349,19.3,22.5,21.3
9714,21.45,22.95,22.96
9811,,22.94,
9811,19.99,,21.99
9392,21.98,23.2,23.46
9557,20.09,,21.99
9557,,22.29,
9411,20.67,22.19,
9483,20.14,22.3,21.5
2088,15.39,,
2088,,,20.25
2088,,17.99,
9625,19.59,21.99,
9625,,,20.26
9780,21.05,,
9780,,23.05,
9793,20.65,,
9793,,22.55,
9923,20.7,21.95,21.97
9640,15.65,,
9640,,,20.55
9640,,17.99,
9296,21.04,,
9296,,,22.64
9296,,22.75,
9512,20.8,23.15,
9487,20.8,23.15,
9419,19.55,21.6,21.14
9843,,22.4,
9843,20.8,,
2394,15.39,,
2394,,,20.25
2394,,17.99,
9669,20.5,,22.87
9669,,22.93,
9369,,,18.79
9414,19.29,21.85,
9332,20.19,,
9332,,22.15,
9332,,,21.45
9345,21.04,23.99,22.39
9431,21.88,22.78,22.78
9310,15.59,,
9310,,17.99,
9382,20.72,23.82,21.85
9558,19.69,21.89,
9558,,,21.19
9547,,,21.5
9547,,22.1,
2389,,,21.87
2389,20.49,,
2389,,22.75,
9806,21.5,23.53,22.99
9554,20.95,22.59,21.95
9674,20.59,22.29,21.35
9381,21.05,22.55,21.99
9662,19.13,21.15,20.51
9883,20.85,,22.7
9883,,25.15,
9321,20.46,,
9321,,21.34,22.4
9506,19.9,,21.6
9871,21.73,23.29,23.31
9579,19.19,,
9579,,,20.49
9579,,21.99,
2342,21.19,,
2342,,23.19,
9675,18.99,21.39,20.89
9704,18.99,21.39,20.89
9465,20.29,22.79,21.9
9338,20.29,,21.54
9338,,21.99,
9733,,,21.25
9733,,22.2,
9733,19.65,,
9576,20.99,23.99,22.35
9320,20.04,22.49,
9845,19.52,,
9845,,21.99,
9446,,,22.84
9446,20.74,23.26,
9646,19.49,,
9646,,21.49,
9646,,,19.95
2182,19.87,,
2182,,,21.75
2182,,22.49,
9765,,21.95,
9765,19.65,,
9765,,,21.5
9839,20.14,,
9839,,,22.09
9839,,22.99,
9550,,,21.85
9550,19.8,,
9550,,21.99,
9859,22.69,,
9613,19.81,22.3,
9591,20.65,22.99,21.69
9689,19.89,21.79,
9328,20.09,22.65,21.49
9389,15.65,,20.55
9391,15.65,,20.55
2143,20.19,,
2143,,,21.79
2143,,21.99,
9468,18.79,21.19,
9656,18.99,21.39,
9863,19.7,,21.05
9544,18.99,21.39,
9857,15.65,,
9308,18.99,21.19,20.89
9580,19.99,,
9580,,22.16,21.97
9358,20.35,,
9706,19.98,,
9706,,22.89,
9907,21.45,23.98,21.99
2189,20.59,,
2189,,,21.83
2189,,22.92,
9516,20.39,22.59,
9540,,22.49,
9540,,,21.99
9540,20.39,,
9478,20.19,,
9478,,22.15,
9428,19.55,,
9428,,,21.2
9428,,21.95,
9758,20.19,22.49,
9607,20.49,21.99,
9708,,19.9,20.9
9708,17.59,,
9729,19.75,21.5,21.4
9567,19.98,,
9567,,,21.39
9567,,22.15,
9318,20.85,23.85,22.85
2075,,23.19,
2075,,,22.25
2075,21.29,,
9354,19.65,,
9354,,21.65,
9881,19.79,,
9881,,22.69,21.39
9292,20.28,21.99,
9762,20.26,21.73,21.81
9670,21.12,,
9670,,22.58,22.15
9343,,22.32,22.42
9343,20.79,,
9685,20.2,,22.59
9664,20.36,,
9664,,,22.46
9664,,22.6,
9380,20.59,22.59,
9329,20.19,21.59,
2326,20.29,,
2326,,,21.05
2326,,22.19,
9678,21.39,23.49,
9450,20.49,22.69,
9852,20.15,,
9852,,21.42,
9852,,,21.79
9882,18.45,,
9882,,20.69,
9344,20.49,22.69,
9826,18.94,21.65,
9455,19.43,22.41,21.61
9523,19.44,22.42,21.57
9620,19.41,22.61,21.52
9366,19.41,22.61,21.57
2129,19.69,,
2129,,21.99,
2129,,,20.49
9914,20.28,21.91,21.89
9707,,22.65,
9707,20.85,,22.35
9347,20.5,23.15,21.5
9731,21.49,23.55,
9841,19.54,,
9841,,,17.24
9383,21.19,23.29,
9297,15.65,,
9297,,17.99,
9660,19.54,,
9660,,,17.13
9739,19.88,22.19,21.25
9312,19.99,,
9312,,22.49,
2478,19.59,21.79,21.19
9526,19.5,,
9526,,,21.5
9360,19.99,,
9360,,22.49,
9445,,,22.04
9445,20.46,22.16,
9866,20.9,,22.65
9316,20.56,22.36,
9438,21.27,23.28,22.78
9408,20.61,,
9513,15.65,,
9326,19.32,21.92,21.43
9386,20.39,21.99,
2168,15.39,,
2168,,,20.25
2168,,17.99,
9719,15.59,,20.53
9719,,17.99,
9301,22.25,24.28,23.75
9538,20.99,22.49,
9751,16.09,18.59,
9777,20.69,22.09,
9519,,23.04,
9519,20.59,,
9721,20.99,22.45,22.55
9782,19.99,22.99,
9725,,,22.3
9725,20.96,,
9299,19.65,,20.7
2366,15.39,,
2366,,17.99,
9876,20.09,22.75,21.29
9637,21.09,22.39,21.89
9521,21.6,23.4,22.1
9821,,,20.29
9821,18.99,,
9821,,21.75,
9407,18.99,,20.59
9407,,21.59,
9442,18.99,,
9442,,,20.59
9442,,21.45,
9573,18.99,,
9573,,,20.75
9573,,21.49,
9574,19.15,,
9574,,21.68,
9884,21.79,23.4,23.42
9799,20.6,,
9799,,21.88,22.99
2106,19.99,,
2106,,,21.69
2106,,22.79,
9491,18.75,,
9293,,,21.99
9293,,23.27,
9293,21.69,,
9569,,,19.95
9569,19.85,,
9569,,22.85,
9842,,22.45,
9842,20.49,,
9842,,,21.49
9368,,22.45,
9368,20.49,,
9623,21.99,23.99,21.94
9433,,22.59,
9433,20.19,,
9433,,,21.39
9449,21.99,23.99,
9829,21.85,23.27,22.99
9667,21.99,23.99,
2269,20.6,22.29,22.35
9784,20.65,22.95,21.9
9488,21.85,23.27,
9361,,23.69,
9361,,,21.79
9361,20.99,,
9905,20.66,,
9905,,22.08,22.99
9466,21.45,22.7,22.5
9350,20.3,22.3,21.6
9420,,23.09,
9420,20.99,,
9672,,23.09,22.09
9672,20.99,,
9604,21.19,22.35,22.49
9873,,22.99,
9873,20.99,,
2294,21.99,23.2,
9868,20.89,21.9,
9913,,22.99,
9913,20.99,,
9480,20.39,22.99,
9917,21.99,23.99,21.94
9888,21.99,23.99,21.94
9862,21.85,23.27,22.99
9564,21.75,,22.7
9696,,23.15,
9696,21.19,,22.19
9787,,22.99,
9787,20.99,,21.99
9539,21.85,23.27,22.99
2044,20.29,,
2044,,22.99,
9559,21.6,22.88,
9722,21.3,22.98,22.45
9902,21.05,,
9902,,21.95,
9322,22.87,24.7,24.1
9844,,22.89,
9844,21.09,,22.49
9621,21.89,22.99,23.19
9870,21.69,22.97,22.97
9788,19.99,21.49,21.49
9562,21.69,22.99,22.99
9515,20.15,22.48,21.9
2117,20.99,,
2117,,23.99,
9720,21.99,,23.19
9847,20.15,22.48,21.9
9773,22.3,23.25,23.41
9655,21.99,23.19,23.19
9517,20.69,22.66,22.84
9467,21.09,,22.19
9807,20.89,23.19,
9807,,,21.59
9504,20.59,19.5,22.39
9622,21.45,,
9622,,22.95,
9522,21.89,23.19,23.19
2277,21.29,,
2277,,,21.49
2277,,23.29,
9812,21.39,,22.59
9560,22.21,,24.2
9560,,24.09,
9854,20.99,22.99,
9417,22.97,24.8,24.25
9709,,,22.51
9709,20.91,,
9709,,22.8,
9451,21.99,,23.19
9427,20.79,22.69,21.79
9307,21.45,22.48,22.29
9477,21.99,,23.19
9783,21.99,,23.19
2375,19.39,,
2375,,,22.49
2375,,23.19,
9834,16.49,,
9402,21.99,23.19,23.19
9856,19.59,21.9,21.69
9406,21.89,,23.19
9575,21.05,23.04,
9426,19.73,,
9426,,21.95,
9426,,,21.37
9395,20.06,22.45,21.55
9659,,,22.95
9659,21.65,23.15,
9840,16.49,16.49,
9671,,23.2,
9671,21.6,,22.8
2527,21.29,,
2527,,,21.49
2527,,23.29,
9850,20.74,21.99,22.49
9885,19.6,,
9885,,22.1,
9789,,23.3,
9789,21.3,,
9789,,,22.5
9605,20.83,23.57,22.96
9377,,,21.69
9377,21.25,,
9394,21.99,23.99,21.94
9429,21.35,,
9429,,22.31,22.3
9534,19.29,21.79,
9867,20.25,21.89,21.89
9652,20.76,,21.99
14538,19.69,21.69,20.65
9436,,22.49,
9436,19.17,,
9770,20.99,23.29,
9755,20.7,,
9755,,23.15,
9734,19.5,21.6,20.9
9416,16.99,,
9348,20.29,,
9348,,22.59,
9401,21.19,23.15,21.89
9627,20.77,22.82,21.26
9505,16.68,,
9505,,19.28,21.69
9631,19.49,21.79,21.49
2487,20.99,,
2487,,,21.99
2487,,22.99,
9690,20.6,22.7,21.8
9786,21.49,23.45,
9647,20.84,22.44,
9654,19.89,21.49,20.99
9456,20.7,22.6,22.1
9551,19.8,,
9551,,,21.5
9804,20.09,22.69,21.1
9532,19.39,21.39,
9305,20.79,22.99,22.1
9823,20.7,22.4,22.55
2137,19.99,,
2137,,22.49,
2137,,,21.99
9772,,,20.89
9772,19.14,,
9772,,21.5,
9679,,21.5,
9679,19.99,,
9679,,,20.79
9397,,22.99,
9397,20.99,,
9615,20.89,23.19,
9496,20.99,,22.7
9396,21.99,23.99,
9715,19.69,21.65,21.59
9633,18.99,,
9633,,21.54,
9642,20.6,22.7,21.8
9813,20.74,22.99,
2149,17.59,,
2149,,,21.39
2149,,20.99,
9682,19.39,21.49,20.69
9495,21.54,23.7,23.34
9501,,22.99,
9501,20.39,,
9520,,22.59,
9520,19.99,,
9304,20.19,22.19,21.35
9886,20.09,,
9886,,21.87,
9886,,,21.54
9797,19.89,21.99,21.39
9828,,22.99,
9828,18.99,,
9828,,,21.99
9728,19.49,,
9728,,22.99,19.69
9435,19.34,,
9435,,,20.79
9435,,21.34,
2120,17.69,,
2120,,20.99,
9771,22.53,23.94,23.9
9848,21.69,22.99,
9848,,,21.65
9367,22.84,23.99,
9325,19.49,,
9325,,22.99,19.69
9432,19.49,,
9432,,22.99,19.69
9875,18.76,20.87,20.34
9825,19.29,21.09,20.99
9716,21.89,23.33,23.09
9441,,22.1,
9441,,,21.6
9441,20.35,,
9313,21.16,22.67,
2561,17.89,,
2561,,21.19,
2561,,,21.09
9372,16.72,18.72,
9900,16.67,,
9900,,,21.6
9472,21.3,,
9472,,,22.99
9457,19.38,,
9457,,21.78,20.98
9440,21.17,,22.67
9901,18.99,21.15,
9901,,,19.82
9530,20.75,22.4,22.5
9757,,,
9323,,,
9323,,,
9452,20.29,,
9452,,,21.45
9452,,22.69,
2503,20.48,,
2503,,22.61,
9748,19.91,21.45,
9748,,,18.8
9890,20.94,22.5,22.9
9340,20.95,,
9340,,22.75,
9585,19.99,21.99,20.99
9746,21.99,23.69,
9635,20.15,,
9635,,,21.5
9635,,20.02,
