id_estacion,nombre,latitud,longitud
7129,comercializadora nlibja sa de cv  e09020,25.82699,-97.5245
7130,novogas gomez farias sa de cv,21.0039,-100.3813
7131,servicio la cuchilla s a de c v,25.75564,-100.2455
7132,multiservicios automotrices arza sa de cv,23.20639,-106.4199
7133,servicio gutmart sa de cv,21.7779,-102.2801
7134,grupo gasolinero hp sa de cv,20.20423,-97.98914
7135,gasbo sa de cv,27.51435,-109.9059
7136,energeticos zacaola sa de cv ,18.87389,-97.86071
7137,estacion de servicio la capichola sa de cv,19.38962,-101.2962
7138,combustibles de acuña sa de cv,29.31524,-100.9511
7139,emma armida felix loustaunau,30.54874,-111.1177
7140,grupo sol del golfo sa de cv,32.61467,-115.4451
7141,gasolinera topolobampo sa de cv,25.59682,-109.0584
7142,amalia serrano martinez,18.34124,-99.53213
7143,combustibles y lubricantes chichi suarez sa de cv,20.98169,-89.55274
7144,estacion de servicio san antonio sa de cv,16.7528,-99.23502
7145,petro lonsa sa de cv,26.2144,-98.59
7146,soluciones p&ampl sapi de cv,-98.85688,19.35144
7147,distribuidora y comercializadora mercantil del occidente sa de cv,20.63469,-105.2249
7148,combustibles de yucatan sa de cv,20.89512,-89.66796
7149,gasolinera servicio garcia sa de cv,25.68298,-100.3067
7150,corporativo gasolinero del caribe sa de cv,21.05783,-89.64254
7151,comercializadora de insumos productos y servicios agropecuarios sa de cv,25.51485,-97.73248
7152,servicios gasolineros de mexico sa de cv,25.41624,-100.9759
7153,energeticos sole sa de cv,19.04258,-98.171
7154,impulsora petrolera del centro sa de cv,19.27567,-99.60131
7155,prontogas sa de cv,28.18494,-105.4739
7156,union casmo s de rl de cv,19.96963,-104.2612
7157,servicio zacatecas de conc del oro sa de cv ,24.62216,-101.3916
7158,ma eugenia zermeño gonzalez,22.55347,-99.07803
7159,inn nueva york sa de cv,19.30274,-99.20673
7160,servicios el nith sa de cv,20.4893,-99.198
7161,servicio maff sa de cv,19.78355,-98.57858
7162,servicios gasolineros de mexico sa de cv,25.77868,-100.1217
7163,servicio valle nacional sa de cv,17.77594,-96.30056
7164,servicio la parada sa de cv,19.35635,-97.99264
7165,servicio la parada sa de cv,19.38949,-98.05087
7166,serviaragon sa de cv,18.3153,-98.61885
7167,operadora de gasolineras ap sa de cv,19.28886,-99.69855
7168,gasolinera cristobal colon de juchitan sa de cv,16.44553,-95.02547
7169,carburantes sa de cv ,27.47712,-99.51218
7170,estacion de servicio jesus maria sa de cv,20.63454,-100.26
7171,estacion de servicio los astros sa de cv,25.76947,-100.4034
7172,super comercial azteca s de rl de cv,25.45946,-100.9838
7173,inmobiliaria kilikis sa de cv,32.51559,-117.0126
7174,jose elias canchola soto,32.65839,-115.4394
7175,estacion de servicios las palmas sa de cv,21.16647,-88.15447
7176,estacion de servicio la sierra sa de cv,22.45851,-102.3446
7177,servicio apolo sa de cv,21.33853,-104.6368
7178,nacional de combustibles y lubricantes sa de cv,19.17079,-96.13499
7179,servicio cimovi sa de cv,16.82667,-99.81287
7180,servicio los venados sa de cv,22.89437,-109.9396
7181,servicio pontevedra sa de cv,19.25631,-99.70343
7182,servicio prom sa de cv,19.92052,-96.83707
7183,gasolinera roji sa de cv,18.8484,-97.09318
7184,combustibles y derivados jm sa de cv,17.55305,-92.94746
7185,servicio idio puerta sa de cv ,19.67981,-98.90044
7186,gasolinera madero sa de cv,23.02484,-102.7579
7187,petro fuels zacatal sa de cv,25.54151,-100.0089
7188,grupo parrilla sa de cv,17.99297,-92.91006
7189,isidro ramos aldaba,29.87503,-107.4834
7190,operadora gasoil sa de cv,19.37735,-98.94219
7191,operadora de combustibles la soledad sa de cv,17.23985,-96.82922
7192,auto servicio san carlos s de rl de cv,32.65098,-115.4239
7193,servicio inchamacuaro sa de cv,20.06917,-100.8224
7194,operadora de hidro sa de cv,23.07616,-109.7062
7195,manuel enrique arce moguel,16.23737,-93.89495
7196,estacion piru sa de cv,29.13342,-110.9932
7197,servicio alexandre sa de cv,19.5294,-99.2085
7198,comercializadora de combustibles tamaulipeca sa de cv,22.74957,-98.96143
7199,servicio de gasolineria lepacaba sa de cv,22.38155,-97.91441
7200,super servicio cosamaloapan sa de cv,17.75239,-95.06206
7201,multiservicios sendero sa de cv,26.5244,-100.1679
7202,corporativo tilzapotla sa de cv,18.50327,-99.27949
7203,estacion de servicios las palmas sa de cv,21.0461,-89.6452
7204,comercializadora de insumos productos y servicios agropecuarios sa de cv,25.50673,-98.07906
7205,servicio auditorio,20.5872,-100.3771
7206,combustibles sego sa de cv,27.73599,-107.3825
7207,servicio atocha sa de cv,23.15214,-102.8484
7208,jose raul cervantes lopez,19.28881,-97.69137
7209,combustibles castilla sa de cv,21.93246,-100.0183
7210,petrotanques sa de cv,29.32067,-100.9554
7211,jose raul puente cordova ,23.816,-100.7165
7212,prontogas sa de cv,28.61752,-106.0313
7213,gasolineria ixtapan sa de cv,18.842,-99.67507
7214,comercializadora de combustibles tamaulipeca sa de cv,22.74502,-98.9764
7215,superservicio carretero sa de cv,19.28991,-99.43756
7216,servicio los pirules sa de cv ,22.35616,-102.2939
7217,operadora rio colorado s de rl de cv,32.48474,-114.7853
7218,cig gasolinera bq sa de cv,20.62943,-100.4655
7219,orsan del norte sa de cv,25.68595,-100.3337
7220,super servicio ramos s de rl de cv,30.6321,-110.9675
7221,roberto lopez orozco,21.522,-103.4066
7222,combustibles de yucatan sa de cv,20.97049,-89.56488
7223,servicio rosamorada sa de cv,22.12116,-105.1349
7224,servicio oasis sa de cv,31.73435,-106.4783
7225,sinergia de energeticos sa de cv ,19.07051,-98.31369
7226,servicio quijada sa de cv,26.8383,-109.6415
7227,combustibles y servicios  esmeralda sa de cv,18.88548,-96.9633
7228,servicombustibles kanasin sa de cv,20.9339,-89.57819
7229,servicio zacualtipan sa de cv,20.65015,-98.64834
7230,servicios gaseros del golfo sa de cv ,16.55448,-94.62075
7231,gasolinera pericos s de rl de cv,25.08183,-107.6992
7232,estacion de servicio b &amp b sapi de cv,18.54968,-99.60956
7233,autoservicio jocaran de progreso sa de cv,20.15613,-99.18508
7234,magallanes villahermosa sa de cv,17.99328,-92.9435
7235,estacion de servicios las palmas sa de cv,21.10391,-89.62537
7236,combustibles y servicios lomas la salle sa de cv,28.62518,-106.1046
7237,gasolinera la cibeles sa de cv,14.92134,-92.25538
7238,grupo gilga sa de cv,19.1946,-96.1423
7239,reyes chaparro duran,26.08448,-106.9473
7240,jacobo dyck ham,29.96316,-106.2162
7241,estacion de servicio maraveg sa de cv,21.13196,-86.91137
7242,inmobiliaria mido sa de cv,14.89108,-92.19138
7243,servicio bonar sa de cv,19.30311,-99.14667
7244,servicio larraga sa de cv,22.39883,-97.93751
7245,gasolinera y servicios aguilar sa de cv,24.66733,-107.6692
7246,shamrock comercializadora de hidrocarburos y petroliferos sa de cv,24.20939,-98.48444
7247,servicio sierra hermanos sa de cv,22.49052,-105.2303
7248,centro gasolinero animas sa de cv,20.84443,-97.47417
7249,las granjas sa de cv,19.13703,-96.17906
7250,gilberto hernandez vega,30.41407,-107.9114
7251,auto servicio nenetzintla sa de cv,19.03241,-97.99554
7252,combustibles y servicios de tepexi s a de c v,18.5914,-97.55117
7253,europits sa de cv,22.34524,-100.7977
7254,mega gasolineras sa de cv,21.1386,-101.6653
7255,gasolinera tuxpan sa de cv,20.9438,-97.38614
7256,multiservicios 511 sa de cv,20.6133,-103.4311
7257,jorge flores medina,22.74915,-102.501
7258,servicio goam s a de c v,19.97525,-102.2853
7259,estacion de servicios poniente sa de cv,20.99175,-89.65149
7260,gasolinera el columpio sa de cv,19.04586,-102.0863
7261,servicio libramiento norte s a de c v,21.17387,-101.663
7262,confiamex gasolineras sa de cv,25.5542,-103.4232
7263,multiservicios gasolineros luna sa de cv,20.43856,-103.5262
7264,jose antonio vaquera proa,24.44685,-104.1182
7265,enrique arturo torres manriquez,32.19914,-114.9995
7266,gasolinera valles de zimatlan sa de cv,16.84964,-96.78824
7267,combustibles de yucatan sa de cv,21.01117,-89.65365
7268,grupo ferche sa de cv,20.96458,-97.4049
7269,barbara carrete rincon sa de cv,25.95376,-105.3645
7270,combured sa de cv,22.46636,-100.6678
7271,novogas tlaloc sa de cv,20.6301,-100.407
7272,servicio valle nacional sa de cv,18.1128,-96.1351
7273,servicios plaza del norte sa de cv,20.64403,-100.4314
7274,pedro toquero gutierrez,26.4031,-105.3893
7275,servicio barrancos sa de cv,24.74837,-107.4283
7276,felipe simon olvera castelan,20.0002,-98.3003
7277,servicio altamirano sa de cv,31.73602,-106.4251
7278,combustibles gasosur sa de cv,17.57477,-99.51319
7279,suministros energeticos 57 sa de cv,27.87247,-101.1355
7280,servicio sol sa de cv,28.4164,-106.8536
7281,operadora gasoil sa de cv,19.35486,-99.15197
7282,guillermo anaya gutierrez,20.9361,-101.2397
7283,combustibles y alimentos goneli sa de cv,25.87063,-97.56287
7284,servigilga sa de cv,19.14099,-96.11885
7285,fonatur tren maya s a de c v,21.54313,-105.2929
7286,servicio optimo express sa de cv,19.02214,-97.96864
7287,grupo inovasion sa de cv ,19.05823,-98.32009
7288,gas diamante 2 sa de cv,24.08938,-100.3838
7289,serviplus gasolinero sa de cv,18.06851,-93.18256
7290,servicio ollivier rico sa de cv,30.41587,-107.8996
7291,combustibles juan pablo ii sa de cv,28.64488,-106.0147
7292,administradora del colorado s de rl de cv,32.28868,-115.0972
7293,grupo gasolinero alci sa de cv,20.88401,-102.7124
7294,servicio garman queretaro sa de cv,20.56229,-100.2382
7295,estacion de servicios las palmas sa de cv,20.89605,-89.5107
7296,servicio ayutla sa de cv,25.6608,-100.3009
7297,servico arco vial sa de cv,25.7044,-100.3318
7298,super servicio universidad sa,20.59978,-100.3866
7299,gasolinera pasos sa de cv ,21.00178,-89.38502
7300,comercializadora nlibja sa de cv  e09020,25.87237,-97.49978
7301,servicio escamela sa de cv,18.86172,-97.05941
7302,petroquimica de la peninsula sa de cv,20.93622,-89.03285
7303,irela najera juarez,19.38137,-99.03053
7304,combustibles del sur sa  de cv,18.32869,-99.50423
7305,petroplazas sa de cv,25.77071,-108.9896
7306,operadora martinez garrigos sa de cv,18.937,-99.19467
7307,luis fernando arias ochoa,23.19432,-102.8602
7308,corporativo de combustibles del istmo sa de cv,18.13453,-94.45287
7309,grupo gasolinero los apaseos sa de cv,20.50979,-100.573
7310,jacobo dyck ham,29.8568,-106.1041
7311,gasolinera paraiso sa de cv,19.4139,-102.1198
7312,abram fehr wiebe,29.12391,-106.7213
7313,arenteiro gas sa de  cv,19.57431,-99.2322
7314,combustibles de tantoyuca sa de cv  e06818,21.32965,-98.20862
7315,multiservicio san roberto sa de cv,24.65148,-100.2913
7316,gasolinera yurirense sa de cv,20.21782,-101.1172
7317,estacion piru sa de cv,32.5309,-117.0771
7318,servicio el tacote sa de cv,22.39698,-105.2751
7319,san antonio comercial s a de c v,30.37724,-107.9441
7320,gasislo 2000 sa de cv,22.93941,-102.6931
7321,super gas de san miguelito sa de cv,18.86123,-96.91459
7322,gasislo 2000 sa de cv,22.75373,-102.5024
7323,nidia del rosario de fatima lugo ricalde,20.39666,-89.32505
7324,servicio la corta bepaj sa de cv,19.27977,-98.19642
7325,servicios gasolineros de mexico sa de cv,25.4249,-100.9851
7326,gasolinera las margaritas sa de cv,16.3155,-91.98731
7327,autoservicio gasolinero hacienda santa fe sa de cv,20.5269,-103.3841
7328,grupo empresarial tierra nueva  sa de cv,18.80275,-99.22333
7329,operadora la herradura sa de cv,21.05002,-101.5717
7330,el rayo servicios sa de cv,24.79997,-107.4019
7331,estacion piru sa de cv,32.43158,-116.9533
7332,servicio vanoe sa de cv,19.05655,-98.22022
7333,servicios gasolineros de mexico sa de cv,25.18795,-99.83114
7334,estacion las palomas s a de c v,25.68472,-100.2299
7335,auto servicio lazarit sa de cv,22.43067,-103.1526
7336,gasolinera tehuacan s a de c v ,18.46357,-97.40179
7337,gasolinera udc huatabampo sa de cv,26.82119,-109.622
7338,grupo gasolinero estol sa de cv,19.81099,-90.59395
7339,ricardo melendez arreola,21.83277,-105.1325
7340,comercializadora y arrendadora anbur sa de cv,21.06121,-104.5196
7341,prontogas sa de cv,28.66459,-106.0025
7342,union panamericana de servicios sa de cv,22.08759,-102.0791
7343,operadora de gasolineria el coteron sa de cv,19.46957,-99.17778
7344,inn nueva york sa de cv,19.38998,-99.17519
7345,combustibles de la bahia sa de cv,20.66099,-105.2035
7346,jml s de rl de cv,32.51124,-116.9098
7347,estacion de servicio papagayo sa de cv,16.85916,-99.8912
7348,jesus sanchez romero,19.28593,-98.42213
7349,administradora del colorado s de rl de cv,32.61349,-115.5149
7350,servicio flores garcia sa de cv es5160,26.49992,-100.1816
7351,servicasgar del istmo sa de cv ,16.32373,-95.24003
7352,servicios de calidad veracruzanos sa de cv ,18.90044,-96.99642
7353,energeticos de tanquian sa de cv ,21.60078,-98.66836
7354,juan manuel miramontes arteaga,21.4969,-104.8859
7355,guerra motors s de rl de cv,22.17004,-100.9717
7356,grupo piloncillero frame s de rl de cv,19.34003,-96.48019
7357,servi la venta sa de cv,16.91029,-99.82237
7358,multiservicios petroliferos de quintana roo sa cv,18.52336,-88.28505
7359,combustibles pagomajo sa de cv ,21.13683,-86.54032
7360,estacion de servicio elias sa de cv,26.90845,-109.63
7361,servicio el llano sa de cv,21.0966,-104.4348
7362,autocombustible 6 de enero sa de cv,25.9718,-98.04305
7363,autoservicio polanco sa de cv,25.02252,-111.6636
7364,servi aeropuerto obregon sa de cv,27.40912,-109.8354
7365,centro de servicios santa fe sa de cv,24.77487,-107.4373
7366,hidrocarburos hesmar ixmiquilpan sa de cv,20.49396,-99.21425
7367,kevin raudel dominguez moncada,27.68,-105.14
7368,servicios gasolineros de mexico sa de cv,25.79505,-100.1736
7369,servicio feren sa de cv,19.65194,-99.20522
7370,juan manuel chavez ramirez,20.59295,-103.3475
7371,servicio haroca sa de cv,25.47025,-108.1038
7372,servicio manantial sa de cv ,28.42503,-106.861
7373,servicios gasolineros de mexico sa de cv,25.80584,-100.5618
7374,servicio las americas sa de cv,19.06012,-98.27858
7375,operadora rio colorado s de rl de cv,32.43473,-114.7788
7376,combustibles zapopan del nayar sa de cv,21.52638,-104.878
7377,multiservicios fernandez sa de cv,24.84526,-107.3939
7378,estacion de servicios el trebol sa de cv,25.83894,-108.9656
7379,servicio mascareño sa de cv,25.36372,-108.1576
7380,autocombustibles jarachina norte sa de cv,26.04912,-98.3494
7381,servicom de la costa del pacifico sa de cv,23.22778,-106.422
7382,grupo impulsora moctezuma spr de rl de cv ,28.87011,-104.6003
7383,energia y servicios coordinados sa de cv,28.39617,-106.813
7384,servicios san gabriel sa de cv,19.67485,-101.1791
7385,petroplazas sa de cv,23.24259,-106.3832
7386,gasolineria litro mil sa de cv,20.54954,-100.3754
7387,gasolinera tula sa de v,22.99039,-99.73204
7388,gasolinera san cristobal sa de cv,22.70891,-98.9927
7389,servicio grocsa sa de cv,21.08558,-101.6248
7390,multiservicio la villita sa de cv,23.16896,-102.8577
7391,manuel jesus mendez espinosa,17.81829,-91.53125
7392,auto servicios costeño sa de cv,19.21519,-103.7214
7393,servicio solidaridad sa de cv,20.69873,-101.3443
7394,martha patricia rodriguez dominguez,18.3475,-99.54581
7395,servicio gasolinero el seco sa de cv,19.15193,-97.63605
7396,prontogas sa de cv,28.6444,-106.0596
7397,gasolinera cristobal colon de juchitan sa de cv,16.67117,-96.30577
7398,estacion de servicios del caribe sa de cv,21.15715,-86.82917
7399,servicio apolo sa de cv,21.49516,-105.0826
7400,servicio de gasolineria lepacaba sa de cv,22.16531,-98.13894
7401,servicios gasolineros de mexico sa de cv,26.93199,-105.6819
7402,multiservicios petroliferos de quintana roo sa cv,18.53188,-88.28607
7403,estaciones de servicio sa de cv,20.56545,-101.4471
7404,comercializadora nlibja sa de cv  e09020,25.78265,-97.4365
7405,servicio diagonal sa de cv,22.13127,-100.5809
7406,combustibles de san luis sa de cv,22.14354,-100.5702
7407,desarrollos 6m1a sa de cv,24.02412,-104.6796
7408,servicio san nicolas sa de cv,20.51,-100.8134
7409,gasolineras del centro sa de cv,20.37442,-99.97944
7410,servicios gon eli sa de cv,25.81844,-97.51727
7411,parador los alamos sa de cv,30.46511,-107.9043
7412,servicios las salvias sa de cv,23.19724,-106.1946
7413,estacion de servicio tgm sa de cv,28.2268,-100.7254
7414,gas roan sa de cv ,19.3986,-99.14552
7415,prontogas sa de cv,28.60357,-106.1018
7416,servicios san jose cuaracurio sa de cv,20.09072,-101.1583
7417,servicios cihualtepec sa de cv,17.42321,-95.38885
7418,gas servicio vista al mar sa de cv,31.07433,-114.8819
7419,suministros energeticos 57 sa de cv,27.8522,-101.1223
7420,promotores  combylub sa de cv,23.83605,-103.0269
7421,ns servicios automotrices sa de cv,30.37071,-109.6905
7422,sg gasolineros sa de cv,19.14032,-98.27787
7423,servicio santa maria del rio sa de cv,21.80767,-100.7245
7424,autoservicio comb y lub de colima rejagas sa de cv,18.9341,-103.9734
7425,estacion piru sa de cv,32.48387,-116.872
7426,estacion piru sa de cv,32.47321,-116.8731
7427,combustibles jv sa de cv,19.03503,-98.1857
7428,gasolinera palmas san isidro s  a de c v,25.5725,-103.4255
7429,auto express calzada periferico sa de cv,20.68516,-103.3362
7430,servicio marlo sa de cv,28.41011,-106.8686
7431,servicio las gasteleñas sa de cv,16.72152,-92.65114
7432,edmundo sanchez orozco,21.55021,-99.69627
7433,martha alicia de la o rodriguez,24.13442,-110.3157
7434,gasolinera san gaspar sa de cv ,20.67867,-103.2409
7435,arce express gasolinera sa de cv,23.7559,-99.14077
7436,comercializadora de combustibles tamaulipeca sa de cv,22.71092,-98.98979
7437,gasolinera atimapa sa de cv,19.11394,-102.3766
7438,estacion de servicios palmas cancun sa de cv,21.11621,-86.94457
7439,feda gas sa de cv,25.68601,-100.4873
7440,suministros energeticos 57 sa de cv,27.81244,-101.1425
7441,administradora del colorado s de rl de cv,32.52695,-116.9352
7442,servicios tac  sa de cv,20.94348,-89.65901
7443,combustibles de san luis sa de cv,22.12947,-100.5811
7444,gasolinera santa catarina sa de cv,25.69418,-100.5139
7445,regueiro santas sa de cv,19.0566,-98.19301
7446,distribuidora de aceites y combustibles de ayutla ,20.11904,-104.3363
7447,tochtepec servicios sa de cv ,18.84208,-97.82639
7448,combustibles fosiles del sureste sa de cv,18.90149,-96.94941
7449,gasbo sa de cv,27.50998,-109.9298
7450,servicio escamela sa de cv,18.83758,-97.09373
7451,jose alberto saavedra vazquez,16.72252,-93.01879
7452,abram fehr wiebe,28.59328,-106.9119
7453,servicio gasolinero la estacion de santiago sa cv,20.06726,-100.0676
7454,alejandro dario pastrana zenteno,16.74711,-93.16348
7455,super s rapiditos bip bip sa de cv,31.62624,-106.4521
7456,servicio cubija sa de cv,19.3332,-99.7362
7457,inmobiliaria las palmas maya sa de cv,24.12934,-110.3287
7458,grupo abyl sa de cv ,24.76239,-107.7222
7459,autoservicio comb y lub de colima rejagas sa de cv,19.25892,-103.7214
7460,demetrio cuevas sanchez,20.66943,-103.363
7461,servicio ati sa de cv,24.14989,-110.1839
7462,gasislo 2000 sa de cv,22.93636,-102.6916
7463,gasislo 2000 sa de cv,22.775,-102.6071
7464,petromall 24 horas sa de cv,28.66373,-106.0869
7465,gasolinera la goma s de rl de cv,25.48957,-103.6919
7466,servicio cascabel sa de cv,21.99278,-99.03002
7467,autoservicio del libramiento chignahuapan sa de cv,19.82578,-98.0444
7468,servicio romay sa de cv,19.05347,-98.22125
7469,ultra servicio colinas sa de cv,22.13923,-101.0066
7470,operadora de gasolineras del sureste sa de cv ,17.44548,-97.2279
7471,multiservicios y abarrotes dyck sa de cv,28.6635,-106.9123
7472,auto servicio coahuila sa de cv,26.85136,-101.4262
7473,jorge orlando lara ortiz,21.01007,-101.2697
7474,gasolineria ele  sa  de cv,18.44142,-97.38055
7475,servicio palma sola sa de cv ,19.77428,-96.43259
7476,gaszen de queretaro sa de cv,20.74548,-100.4495
7477,combustibles y servicios hav sa de cv,29.08198,-111.0228
7478,super servicio union sa de cv,22.2144,-98.37451
7479,gasolinera gigantes sa de cv,20.66143,-103.2917
7480,impulso petrolero sa de cv,19.7704,-98.97728
7481,servicio los aztecas sa de cv,22.50158,-98.61567
7482,gerardo monterrosas hernandez,18.95757,-97.67505
7483,servicio tepatlaxco sa de cv,19.08226,-97.98225
7484,servicio manantial sa de cv ,28.42169,-106.8804
7485,combustibles y lubricantes de los mochis sa de cv,25.74534,-109.0287
7486,pablo elpidio nuñez enriquez,25.51036,-105.2481
7487,parador hacienda nueva sa de cv,22.29658,-101.5827
7488,raul rizo ramirez,20.88992,-101.9678
7489,estacion de servicio colon sa de cv,20.69675,-103.3732
7490,estacion piru sa de cv,32.52871,-116.9844
7491,servicio moliere sa de cv,19.43208,-99.20211
7492,desarrollo gasolinero sa de cv,16.22486,-93.92208
7493,servicio cuautlapan sa  de  cv,18.61205,-97.40852
7494,estacion palomar sa de cv,20.60883,-103.3149
7495,sinaloa motors de guamuchil sa ,25.46257,-108.0854
7496,estacion de servicios el trebol sa de cv,25.77245,-108.9693
7497,red titanium sa de cv,21.85958,-102.263
7498,estacion de servicio la harinera sa de cv,19.08383,-98.19872
7499,marco aurelio rivas flores,22.63526,-102.999
7500,gasolinera el carrizo sa de cv,26.27247,-109.0415
7501,maria engracia rosas zepeda,20.43472,-103.924
7502,servicio meraz sa de cv,28.39282,-106.8728
7503,gasolinera rio sinaloa sa de cv,25.56897,-108.4486
7504,sinergia de energeticos sa de cv ,19.07201,-98.29816
7505,superservicio hedal sa de cv,20.55395,-97.4681
7506,super s rapiditos bip bip sa de cv,31.5801,-106.3584
7507,gpdc estaciones de servicio s a de c v,20.60965,-100.1604
7508,servicio indianapolis sa de cv,20.67215,-103.3149
7509,servicom de la costa del pacifico sa de cv,24.77087,-107.372
7510,petroplazas sa de cv,24.8188,-107.4843
7511,jorge flores medina,22.67344,-103.0096
7512,norman auto servicio sa de cv,24.28935,-103.2348
7513,multiservicio peninsular sa de cv,21.16196,-86.85219
7514,estacion piru sa de cv,29.09461,-110.9604
7515,jose adrian mendez vazquez,18.96836,-99.61832
7516,multiservicios santa maria de guadalupe sa de cv,16.67496,-93.73772
7517,servicio facil del sureste sa de cv,18.12614,-94.43533
7518,sinergia de energeticos sa de cv ,19.3258,-98.52175
7519,mario alberto veliz aleman,21.59342,-98.99333
7520,servicio express sa de cv ,28.62416,-106.0989
7521,consorcio gasolinero plus sa de cv,19.47486,-99.12141
7522,servicios gasolineros de mexico sa de cv,31.64834,-106.3912
7523,comercializadora de combustible del sureste sa cv,16.67798,-93.73479
7524,gasolineria tecalitlan sa de cv,19.47883,-103.3022
7525,gasolinera olympia de veracruz sa de cv,19.18961,-96.13139
7526,gasolinera santa maria del valle sa de cv,20.87473,-102.389
7527,energia y gas de cuautla sa de cv,18.63048,-99.20818
7528,cajivhe sa de cv,20.62948,-103.4496
7529,operadora de estaciones de servicio 2020 sa de cv,19.31027,-98.94748
7530,servicio done sa de cv,19.18863,-96.13557
7531,servicio ramirez villalobos sa de cv,21.41976,-102.2553
7532,gasolinera choix sa de cv,26.70007,-108.3321
7533,estacion de carga via lactea sa de cv,22.4429,-105.4157
7534,servicio express sa de cv ,28.66915,-106.1311
7535,servicio facil del sureste sa de cv,17.98867,-92.96644
7536,servicio pesqueira matuz sa de cv,29.12057,-110.9854
7537,servicio rauliam sa de cv,19.2225,-96.22911
7538,el mesteño sa de cv,29.25006,-106.8167
7539,auto servicio casa magna sa de cv,31.0019,-110.2481
7540,servicio ancira viejo sa de cv,25.83481,-100.3125
7541,servicio agar sa de cv,28.68092,-100.5233
7542,cegasel sa de cv,19.54816,-96.90295
7543,gasolina lubricantes patzcuaro sa de cv,32.49005,-116.9529
7544,combustibles el rey s de rl de cv,32.64282,-115.399
7545,estacion de servicios koytalab sa de cv,21.99944,-99.0743
7546,ramiro caro armenta,23.24377,-106.3898
7547,gasoil sa de cv,19.04059,-98.27322
7548,servicio malibran sa de cv,19.19406,-96.18103
7549,super servicio azteca de victoria sa de cv ,23.74162,-99.11694
7550,gasolinera del pacifico sa de cv,18.91597,-103.8777
7551,gasolinera la aduana sa de cv,27.29713,-99.60126
7552,fleterin sa de cv,18.89207,-96.94998
7553,autoservicio pino pallas sa de cv,24.10037,-110.33
7554,combustibles barrio 3 sa de cv,21.91903,-100.0483
7555,estacion de carga via lactea sa de cv,22.4427,-105.4163
7556,corporativo emprendedor del noroeste sa de cv,32.58839,-115.4061
7557,servicio sol pacifico sa de cv,19.2568,-99.7088
7558,impulsora de xalapa sa de cv,19.55715,-96.91565
7559,plaza gas sa de cv es 11043,21.87279,-102.2461
7560,gas cuautitlan sa de cv,19.65767,-99.17377
7561,grupo enermar sapi de cv,27.95593,-110.9341
7562,operadora de miniestaciones combuserv sa de cv,20.09401,-99.29967
7563,las canicas  sa de cv,25.37602,-107.5585
7564,estacion diaz ordaz sa de cv,25.67422,-100.4259
7565,estacion de servico k2 sa de cv,20.69889,-102.3189
7566,grupo eficiente sa de cv,19.61871,-99.00494
7567,inmobiliaria rojas &amp gas sa de cv,19.14115,-96.11642
7568,operadora magna cruz sa de cv,18.38702,-92.79623
7569,jacobo lopez flores,19.28317,-99.70053
7570,autoservicio veracruz sa de cv,29.09176,-110.971
7571,operadora de estaciones de servicio 2020 sa de cv,24.16596,-110.3007
7572,gasolinera refeco sa de cv,23.75627,-99.16012
7573,sinergia de energeticos sa de cv ,18.86493,-97.37113
7574,estacion de servicio san idelfonso sa de cv,20.95324,-89.56458
7575,ruben lopez calderon,19.58491,-98.5469
7576,kimano operadora de estaciones sa de cv ,32.6147,-115.3471
7577,servicio los cues sa de cv,20.47769,-99.22143
7578,servicios gasolineros de mexico sa de cv,31.66005,-106.3915
7579,roberto perez martinez,20.06349,-97.0819
7580,grupo gasolinero tao sa de cv,18.00439,-94.6022
7581,gasolinera servicio el carmen sa de cv,20.54111,-100.6738
7582,combured sa de cv,22.18178,-100.918
7583,servicio tacotalpa sa decv,17.57676,-92.83718
7584,estacion de servicio fragoso sa de cv,18.23941,-93.2091
7585,gasolinera la 34 sa de cv,20.68077,-103.3219
7586,combustibles del norte de mexico sa de cv,27.4403,-99.56017
7587,energeticos esthercita sa de cv,18.99469,-97.92468
7588,servicio independencia sa de cv,21.86039,-102.2687
7589,servicio las animas de puebla sa de cv,19.04655,-98.23476
7590,servicio siglo xxi sa de cv,21.18514,-102.4621
7591,valores energeticos comerciales y de servicios sa ,25.95116,-100.1699
7592,servicio larraga sa de cv,22.30667,-97.85804
7593,estaciones de servicio del mayab sa de cv,20.30643,-89.25426
7594,grusijel sa de cv,19.34032,-99.58154
7595,operadora zari sa de cv,25.63284,-100.2996
7596,grupo gasolinero dat sapi de cv,19.40687,-99.20095
7597,combustibles reymex s de rl de cv,29.08715,-111.022
7598,gasolineros mexicanos sa de cv,19.10392,-104.3305
7599,gasoset sa de cv,19.45456,-99.18798
7600,energeticos y derivados de caborca sa de cv ,30.71989,-112.1643
7601,sergio polanco salaices,24.12003,-110.4364
7602,inmobiliaria las palmas maya sa de cv,22.90413,-109.9379
7603,estacion de servicio jimenez sa de cv,23.71901,-99.1169
7604,combustibles cahuisori sa de cv,28.21747,-108.2472
7605,servicio portomarin sa de cv,19.7906,-99.86734
7606,servicio ramirez e hijos sa de cv,19.46066,-99.10404
7607,gasolinera el limoncito sa de cv,19.00669,-102.696
7608,fegali sa de cv,19.04431,-98.07902
7609,consorcio gasolinero plus sa de cv,19.52164,-99.09272
7610,estacion de servicios jardin esj sa de cv,27.95926,-110.7971
7611,gasolinera herviz sa de cv,27.07562,-109.4898
7612,super servicio pacifico am sa de cv,17.96115,-102.205
7613,materiales combustibles sa de cv ,18.88116,-96.92117
