id_estacion,nombre,latitud,longitud
5409,raul tellez romero,20.222,-98.6328
5410,super estacion cuellar sa de cv,22.42322,-101.1566
5411,promotores  combylub sa de cv,23.84455,-103.0563
5412,servicio petrojuelos sa de cv,21.86349,-102.3353
5413,discip combustible 1 sa de cv,20.63528,-101.3652
5414,jorge eugenio soto yarto,19.16463,-96.13878
5415,gaservicio santa clara sa de cv,29.00051,-110.9694
5416,pedro arroyo sanchez,19.42518,-102.0487
5417,delia ochoa cordova,29.42908,-110.3773
5418,estacion de servicio cocoyoc sa de cv,18.88815,-98.99687
5419,ricardo mendoza diez,23.12762,-101.1076
5420,corporativo ap sa de cv,19.57616,-99.71184
5421,servicio lagunas sa de cv,28.65741,-106.0556
5422,autoservicio alegrias sa de cv,25.55029,-108.4784
5423,super servicio los globos sa de cv,22.17523,-100.959
5424,petrotanques sa de cv,27.23639,-101.2276
5425,petro sav leones sa de cv,25.72883,-100.3945
5426,luis alvarez e hijos sa de cv,32.46844,-116.9257
5427,grupo empresarial cachanilla sa de cv,32.60802,-115.4694
5428,servicio hidalgo de fresnillo sa de cv,23.17211,-102.8596
5429,servicio cualli 0250 sa de cv ,19.69106,-99.14827
5430,armando solis arizpe,27.32268,-102.4008
5431,super s rapiditos bip bip sa de cv,31.69227,-106.4055
5432,estacion nueva san antonio sa de cv,16.0927,-97.68632
5433,servicio ninfas sa de cv,19.2857,-99.63036
5434,servicio gf44 sa de cv,27.55584,-109.945
5435,petro g sa de cv,26.07005,-98.30227
5436,poliservicios la t de bacum sa de cv,27.52021,-110.0854
5437,auto servicio garmi sa de cv,22.14234,-100.9161
5438,sol del colorado sa de cv,32.4686,-114.7871
5439,distribuidora de combustibles karzo s de rl de cv,25.86177,-97.48071
5440,armando villa encinas,29.14818,-111.0064
5441,servicio jhomi del sureste sa de cv,16.94079,-96.70618
5442,sergio xavier garcia ancira,25.7957,-100.3898
5443,grupo gasolinero de orizaba sa de cv,18.83869,-97.12173
5444,gas san amaro sa de cv,20.50174,-100.8127
5445,energeticos plus sa de cv,20.57901,-103.3652
5446,joel francisco lebaron soto,30.0673,-107.6054
5447,servicios san alfonso sa de cv,20.80032,-102.7393
5448,megaservicios sa de cv (es08349),20.30069,-89.41128
5449,abol estaciones de servicio sa de cv,21.0049,-89.58533
5450,ramon alejandro rivera sanchez,27.48246,-110.0083
5451,prontogas sa de cv,28.66594,-106.0829
5452,hector aguilar luis,16.98378,-96.50793
5453,servicio cupula sa de cv,19.85073,-98.97485
5454,estacion de servicio el saucillo sa de cv,19.2187,-96.25768
5455,estacion de servicio tecamac sa de cv,19.71976,-98.97128
5456,servicio facil del sureste sa de cv,18.14005,-94.5184
5457,super s rapiditos bip bip sa de cv,31.62291,-106.4443
5458,abastecedora mexicana de petroleo sa de cv,19.36983,-98.99529
5459,servicios plazas ap sa de cv,19.28928,-99.71886
5460,grupo fortemexico sa de cv,16.80616,-99.82328
5461,servicio alisas sa de cv,19.28175,-99.51461
5462,autoservicio yucatan sa de cv (es05480),20.40429,-89.30718
5463,servicio independencia sa de cv,21.90233,-102.2707
5464,servicio flor de azalia sa de cv,18.78876,-99.24365
5465,gasolinera gallego hermanos sa de cv,30.98349,-110.2998
5466,hidrocarburos de servicio de apulco sa de cv,20.28181,-98.34896
5467,covesu sa de cv,19.23222,-98.37605
5468,abastecedora mexicana de petroleo sa de cv,19.41456,-98.98758
5469,servicio san juan sa de cv,19.51982,-99.09639
5470,digepe sa de cv (07356),20.60106,-100.3811
5471,comvale de mexico sa de cv,22.0136,-100.8397
5472,servicios el porvenir sa de cv,28.32006,-111.0429
5473,servicio juventud sa de cv,20.48272,-100.9686
5474,maria del carmen monteverde sinohui,30.17369,-111.0972
5475,estacion piru sa de cv,32.48064,-116.8491
5476,servicios arandi sa de cv,24.77475,-107.4806
5477,orsan del norte sa de cv,25.69077,-100.2873
5478,gonzalez saenz combustible sa de cv,25.96177,-100.1579
5479,sonia beatriz lopez mendoza,19.2436,-98.86002
5480,cipriano jimenez cortes,19.23041,-98.9152
5481,operadora de combustibles domo sa de cv,19.23857,-98.25601
5482,petro sav lincoln sa de cv,25.77461,-100.4286
5483,adolfo aguilar salazar,24.83229,-107.392
5484,combustibles y servicios de matehuala sa de cvf,23.67689,-100.6286
5485,servicio la toba sa de cv,25.25896,-111.7677
5486,servicio dearal sa de cv,17.74716,-92.61023
5487,puente los arrollos,19.22015,-98.86751
5488,combustibles la muralla sa de cv,20.80235,-101.7093
5489,superservicio agua dulce sa de cv,18.13353,-94.15285
5490,operadora lugogas sa de cv,19.28989,-99.70183
5491,servicios gasolineros de mexico sa de cv,20.02139,-98.72223
5492,servicio parador el español sa de cv,22.83705,-105.7811
5493,super servicio claudia de guadalajara sa de cv,20.65704,-103.3575
5494,servicio sujuxi sa de cv,19.70413,-98.94518
5495,gasolinera la 13 sa de cv,20.53155,-97.44229
5496,super gasolinera vale sa de cv ,22.21874,-100.9689
5497,servicios nororrey sa de cv,29.14605,-110.9817
5498,servicio independencia sa de cv,22.2228,-102.318
5499,estacion de servicios luna y sol sa de cv,21.2413,-100.5828
5500,operadora rio colorado s de rl de cv,32.45512,-114.7779
5501,servicio facil del sureste sa de cv,17.98845,-94.65438
5502,juan felipe ramirez martinez,31.74139,-106.4955
5503,jose mariano juventino espino rodriguez,19.42126,-98.21164
5504,super servicio del potosi sa de cv,22.11171,-100.897
5505,edilberto antonio manzano montero,17.04906,-96.73087
5506,servicio independencia sa de cv,21.95485,-102.3385
5507,servicio hermanos aldama sa de cv,21.11154,-101.6765
5508,estaciones ecologicas de servicios sa de cv,19.42852,-99.09188
5509,fertonio sa de cv,19.37206,-98.97181
5510,gasolinera y refaccionaria cananea sa de cv,30.99353,-110.2801
5511,jose caballero hernandez,19.70148,-97.53406
5512,servicio osuna de mazatlan,23.20873,-106.4182
5513,servicio dos hermanos sa de cv,19.1409,-96.11369
5514,sol del colorado sa de cv,32.44371,-114.7756
5515,maria azucena ruiz rojas,19.77733,-97.25108
5516,servicio facil del sureste sa de cv,17.9664,-92.92785
5517,hidrocarburos campeche sa de cv ,18.6554,-91.78698
5518,servicio parador el español sa de cv,22.99354,-105.8613
5519,gasolineria tequila sa de cv,20.87439,-103.8055
5520,servicios gasolineros de mexico sa de cv,20.34682,-102.7768
5521,ju vita sa de cv,19.37629,-99.07862
5522,francisco arturo perez guzman,22.19415,-97.8357
5523,adalberto fructuoso comparan rodriguez,,
5524,super gasolinera hidalgo sa de cv,18.96329,-99.58776
5525,estacion aeropuerto sa de cv,18.01328,-92.90314
5526,gaservicio oriente sa de cv,29.0913,-110.9305
5527,paraderos y cobertizos de sonora sa de cv,27.95633,-110.7544
5528,gasolineria saru sa de cv,27.43693,-109.9322
5529,estaciones de servicio sa de cv,20.53789,-99.89297
5530,ma guadalupe chapa villarreal,25.6948,-99.24023
5531,grupo toscam sa de cv,19.27844,-99.52876
5532,combustibles y lubricantes temascal s de rl de cv,18.25252,-96.39694
5533,servicio leyva sa de cv,30.45448,-107.916
5534,gasolinera el callejon sa de cv,23.72967,-103.9846
5535,flecha gasolinera sa de cv,27.95417,-110.9299
5536,hr sol servicios administrativos fondo 3 sa de cv,25.72219,-100.2147
5537,proveedora de combustibles cristo rey sa de cv,17.9119,-94.9037
5538,servicio baluarte sa de cv,22.99918,-105.8576
5539,super s rapiditos bip bip sa de cv,31.60709,-106.3843
5540,estacion de servicio mayo sa de cv ,17.96622,-94.70661
5541,servicios gasolineros de mexico sa de cv,20.75987,-103.3403
5542,emilio ismael garcia hernandez,19.20454,-100.1333
5543,grupo abromexico sa de cv,16.88174,-99.84447
5544,corporativo ap sa de cv,19.14743,-100.0708
5545,megaservicios sa de cv (es08349),20.86365,-89.49182
5546,servicio santo domingo sa,25.39814,-111.8456
5547,estacion marina manzanillo sa de cv,19.08006,-104.294
5548,gasbrisas sa de cv,32.4935,-116.9585
5549,super servicio maravilla sa de cv,20.04053,-102.2834
5550,servicio obispado sa de cv,28.65,-100.54
5551,estacion de servicio periferico norte sa de cv ,21.0397,-89.60146
5552,servicio esmeralda sa de cv,22.14396,-100.9513
5553,grupo rayaro 2005 sa de cv,19.65432,-99.01917
5554,super servicio la hacienda sa de cv,20.53533,-103.3661
5555,luis fernando arias ochoa,23.22067,-102.845
5556,sc pdcion pres serv istm scl,16.80429,-95.07402
5557,gasolinera huixtla sa de cv,15.1411,-92.46056
5558,super servicio la esperanza sa de cv,19.81325,-104.23
5559,gasolineria ale sa de cv,18.97191,-98.26225
5560,servicio las glorias sa de cv,20.0529,-98.4582
5561,coxol gasolina sa de cv,21.60245,-98.96629
5562,orsan del norte sa de cv,26.97351,-101.3784
5563,la circunstancia sa de cv,17.5577,-92.94893
5564,servicio el mayoral sa de cv,20.08476,-97.0258
5565,administradora de gasolineras sa de cv,19.41592,-99.26996
5566,gasolinera beliarjo sa de cv,20.66643,-103.2332
5567,combustibles tuzos sa de cv ,20.06881,-98.7173
5568,gasomira sa de cv,19.40204,-99.32352
5569,estacion de servicio sigma sa de cv,25.86364,-97.57814
5570,autoservicio gonima sa de cv,20.58007,-101.2045
5571,servicio nuevo milenio sa de cv,31.71652,-106.4718
5572,centro carretero san jorge sa de cv,19.82421,-101.1662
5573,servicio valle de la luz sa de cv,20.11879,-102.5747
5574,prontogas sa de cv,28.61955,-106.0758
5575,jose oscar cervantes lopez,19.17076,-97.91947
5576,servicio mabian sa de cv,18.93084,-99.94182
5577,gasolinera los cristeros sa de cv,21.51375,-102.2386
5578,flecha gasolinera sa de cv,28.0432,-110.9398
5579,grupo ferche sa de cv,19.44808,-96.93439
5580,sinergia de energeticos sa de cv ,19.08564,-98.23811
5581,super s rapiditos bip bip sa de cv,31.65383,-106.4311
5582,administradora lugadi sa de cv,19.56799,-97.24814
5583,miguel dainitin talamas,25.45349,-100.9558
5584,arellano mata sa de cv,22.8568,-102.0751
5585,operadora libramiento tres sa de cv,23.27134,-106.3984
5586,grupo os la palma sa de cv ,25.57847,-100.0039
5587,diesel y gasolinas del norte sa de cv,25.8703,-97.55193
5588,gasolinera villa ahumada sa de cv,30.62397,-106.5147
5589,sabino leopoldo juarez nava,21.36975,-97.68891
5590,operadora tierra calida sa de cv,32.62418,-115.4724
5591,servicio oasis sa de cv,31.73516,-106.4913
5592,servicio quintana sur sa de cv,20.56208,-100.3566
5593,ignacio escobar sanchez,25.82528,-108.2207
5594,gasolinas y lubricantes sa de cv,25.8177,-97.5057
5595,super servicio tancitaro sa de cv,19.33438,-102.3602
5596,servicio moreno de guachochi sa de cv,26.82145,-107.0746
5597,corporativo ap sa de cv,19.29765,-99.74124
5598,estaciones ecologicas de servicios sa de cv,19.42262,-99.10009
5599,super s rapiditos bip bip sa de cv,31.62515,-106.355
5600,gasolinera valle del mayo sa de cv  ,27.06217,-109.4395
5601,servicio crucero jaripo sa de cv,19.98185,-102.6126
5602,servicio villa corona sa de cv,20.41309,-103.6634
5603,servicios gasolineros de mexico sa de cv,25.73042,-100.1865
5604,gasolineria las conchitas sa de cv,20.59406,-103.324
5605,despachadora abastos de jalisco s de rl de cv,20.65915,-103.3849
5606,super gasolineras de la frontera sa de cv ,29.0262,-110.9394
5607,servicio juan jose rios sa de cv,25.76189,-108.817
5608,grupo gasolinero quija sa de cv,16.25968,-92.14706
5609,servicios z3 sa de cv,29.1355,-111.0243
5610,kanz combustibles cuatro sa de cv,19.15462,-96.14664
5611,grupo muñoz mendoza sa de cv,28.59689,-105.9356
5612,estacion piru sa de cv,27.50732,-109.9307
5613,diesel y gasolinas del norte sa de cv,25.86243,-97.52896
5614,servicio la mesita sa de cv,18.98069,-99.57958
5615,jose luis martinez estrada,26.93673,-105.6704
5616,ramon humberto gutierrez gaytan,27.07022,-109.4428
5617,la danzante sa de cv,26.00832,-111.3506
5618,glezdi distribuciones sa de cv,27.47445,-109.9528
5619,derivadora de combustibles ixtlahuacan sa de cv,20.57334,-103.3326
5620,operadora rio colorado s de rl de cv,32.46253,-114.742
5621,patricia lopez flores,16.2073,-92.35921
5622,operadora alce sa de cv,28.66896,-106.0768
5623,servicio los cedros sa de cv,19.3835,-96.37783
5624,servicio clouthier premier sa de cv,20.66917,-103.4189
5625,gasolinera el carril sa de cv,20.51386,-103.1885
5626,estacion piru sa de cv,27.48114,-109.9403
5627,alan flores mejia,30.9909,-110.2824
5628,grupo garteco sa de cv,18.94059,-103.8939
5629,servicio xoconoxtle sa de cv,20.23751,-101.28
5630,servicio facil del sureste sa de cv,17.99003,-94.56285
5631,comvale de mexico sa de cv,22.1314,-101.033
5632,grupo os la palma sa de cv ,25.60084,-99.97197
5633,servicios gasolineros de mexico sa de cv,20.88756,-103.2278
5634,victoria mendoza barragan,19.59386,-102.4729
5635,super servicio morales saucito sa de cv,22.17093,-101.017
5636,alexandra garcia almada,30.71325,-112.1327
5637,antonio carrasco garcia,19.28178,-99.59456
5638,estacion de servicio j6 sa de cv,25.32631,-100.0636
5639,servicio independencia sa de cv,22.02564,-102.283
5640,servicio cupula sa de cv,19.63598,-99.09872
5641,servicio el leoncito sa de cv,22.52039,-100.6641
5642,cielo molina tovilla,16.11964,-92.70051
5643,combustibles marga sa de cv,25.87013,-97.53754
5644,combuexpress sa de cv,20.29235,-102.6052
5645,petro g sa de cv,26.07913,-98.27635
5646,ramsa del yaqui sa de cv,27.5094,-109.9486
5647,juan jose velazquez perez,20.19737,-100.3668
5648,la contraria sa de cv,17.97956,-92.98225
5649,auto servicio espinoza sa de cv,25.70228,-108.3208
5650,energeticos tec sa de cv,19.2671,-99.57687
5651,veintisiete sa de cv,17.99434,-92.95389
5652,leopoldo de la torre romero,22.39532,-103.7205
5653,servicio jareros sa de cv,19.44277,-96.46714
5654,super gasolineras de la frontera sa de cv ,29.08804,-110.9536
5655,servicio huaque s de rl de cv,18.79324,-98.45348
5656,diesel yucalpeten sa de cv,21.27407,-89.70491
5657,rio tuerto sa de cv,19.33691,-99.1132
5658,nidia del rosario de fatima lugo ricalde,20.87075,-89.22649
5659,candido rodriguez carrizales,23.42389,-100.1201
5660,grupo lobo 2000 sa de cv,19.68768,-98.98868
5661,carlos ferrer moheno,21.33995,-89.28986
5662,gasolineras r y r de ixtepec sa de cv,16.56336,-95.13275
5663,turismo campeche sa de cv,18.61137,-90.78927
5664,servicio cristo rey sa de cv,31.72141,-106.4502
5665,megaservicios sa de cv (es08349),21.02042,-89.63538
5666,super s rapiditos bip bip sa de cv,31.73832,-106.4327
5667,servicio la naviega sa de cv,19.1812,-96.1689
5668,justo jesus diaz del castillo cortes,17.46235,-91.4292
5669,servicio cristo rey sa de cv,31.73205,-106.4574
5670,exacto combustibles sa de cv,24.82314,-107.3995
5671,rigoberto equihua garcia,19.10191,-102.3644
5672,gasolinera tuxtla chico sa de cv,14.93867,-92.16007
5673,estacion de servicio progreso sa de cv,20.51852,-100.8613
5674,raul alvarez perez,20.68353,-102.3512
5675,gasolineria tequila sa de cv,20.8823,-103.8328
5676,barrales y fernandez sa de cv,19.6002,-97.20995
5677,multiservicios el toro sa de cv,25.44094,-108.067
5678,leticia de guadalupe franco villa,21.47034,-100.8715
5679,super gasolinera alamitos sa de cv,22.14745,-100.9835
5680,servicio ultramoderno sa de cv,19.70956,-99.20589
5681,jose oscar erosa denis,20.98188,-89.61236
5682,combustibles y lubricantes de pesqueira sa de c,29.37947,-110.907
5683,servicios abastos de obregon sa de cv,27.47437,-109.9192
5684,grupo muñoz mendoza sa de cv,28.56308,-106.1495
5685,multiservicios las varas sa de cv,21.17327,-105.1464
5686,gasolinera costa azul sa de cv,25.10588,-108.1337
5687,distribuidora de combustibles karzo s de rl de cv,25.84957,-97.45947
5688,humberto sanchez garcia,20.16737,-99.26662
5689,servicio vizcaino sa de cv,27.64543,-113.3833
5690,servicio hermanos silva sa de cv,19.44645,-99.19185
5691,hidrocarburos alem sa de cv,19.06779,-98.16105
5692,sinergia de energeticos sa de cv ,19.09401,-98.12234
5693,estacion de servicio napte sa de cv,20.53079,-103.426
5694,cocomito sa de cv,25.4631,-108.0817
5695,servicio las animas sa de cv,19.29419,-98.44736
5696,gasolinera la perla sa de cv,21.07969,-100.5146
5697,opequimar sa de cv,20.66049,-105.2487
5698,servicio gonta sa de cv,20.48676,-100.8082
5699,servicios marinos del sureste sa de cv,18.65232,-91.84071
5700,servicio torres diez sa de cv,20.65325,-103.4523
5701,campanita gas de zacatecas sa de cv,22.93567,-102.6913
5702,novogas tollocan sa de cv,19.53694,-96.9241
5703,servicio gas lincoln sa de cv,25.72145,-100.2806
5704,rz gasolinerias s a de cv ,19.16993,-96.22615
5705,servicio lovego sa de cv,20.66719,-103.3144
5706,servicio punta de piedra sa de cv,24.75921,-97.98908
5707,gasolineria altadena sa de cv,19.50405,-99.18267
5708,aceites y combustibles los angeles sa de cv,20.07763,-98.38462
5709,petro g sa de cv,26.03826,-98.16574
5710,super s rapiditos bip bip sa de cv,31.62122,-106.4082
5711,servicio dan rom sa de cv,19.41101,-99.14379
5712,autoserv pet y comerciales del golfosa de cv,18.1512,-94.45222
5713,gonzalo olmeda quintana,24.37534,-107.2592
5714,servicio facil del sureste sa de cv,19.39973,-96.36025
5715,chikri abimerhi bodib,21.03293,-89.55499
5716,estacion de servicio chichonal sa de cv,17.77851,-92.67885
5717,jorge alberto gonzalez breach,27.08176,-109.4547
5718,combustibles de saltillo sa de cv,25.43436,-100.9709
5719,servicios san nicolas sa de cv (es10507),20.74387,-88.22913
5720,antonio martinez moreno,22.99437,-98.94513
5721,servicios gasolineros de mexico sa de cv,20.84832,-103.257
5722,jose luis trujillo cariño,17.99195,-97.88816
5723,hilario roberto mendoza gomez,20.2243,-99.81188
5724,servicios gasolineros de mexico sa de cv,20.37609,-102.9298
5725,gasolinera cerro azul sa de cv,21.20258,-97.73602
5726,combustibles chuburna sa de cv,21.00982,-89.62315
5727,super s rapiditos bip bip sa de cv,31.65913,-106.4404
5728,servicio tlalixcoyan sa de cv,18.80498,-96.06049
5729,francisco salas garcia,24.23361,-102.8208
5730,corporativo ap sa de cv,18.8138,-99.6698
5731,antonio martinez moreno,22.8831,-99.02703
5732,servicio peinador sa de cv,19.63172,-99.29928
5733,servicio matancitas sa de cv,25.19311,-112.1012
5734,servicios arandi sa de cv,24.76763,-107.4099
5735,servicio mabian sa de cv,18.87,-99.9656
5736,servicio apolo sa de cv,21.16963,-104.6261
5737,turismo campeche sa de cv,19.83137,-90.55813
5738,el sahuaro gasolinera sa,29.09442,-110.9931
5739,super s rapiditos bip bip sa de cv,31.73141,-106.4859
5740,bp estaciones y servicios energeticos sa de cv,19.6699,-99.18653
5741,luis alvarez e hijos sa de cv,32.4896,-116.9168
5742,comercializadora de combustibles tifa sa de cv,18.88396,-96.93823
5743,sociedad san francisco pujiltic sa de cv,16.27827,-92.44909
5744,bp estaciones y servicios energeticos sa de cv,19.50245,-99.26773
5745,gabino rafael vergara romero,18.73657,-98.82212
5746,servicio mascota sa de cv,20.52357,-104.779
5747,servicio chanona borges sa de cv,16.22314,-93.27485
5748,diesel y gasolinas del norte sa de cv,25.85741,-97.48952
5749,jose antonio garcia munguia,19.37618,-103.7168
5750,orsan del norte sa de cv,26.89866,-101.3953
5751,gasolinera bicentenario sa de cv,31.00617,-110.3075
5752,aceites y combustibles los angeles sa de cv,20.0767,-98.38092
5753,grupo energetico gude sa de cv,23.1979,-102.8887
5754,dass energeticos sa de cv,19.5633,-99.76514
5755,super gasolinera vale sa de cv ,21.88597,-100.531
5757,estacion de servicio san antonio sa de cv,16.47387,-98.42323
5758,sinergia de energeticos sa de cv ,19.06727,-98.12595
5759,combustibles cerro alto spr de ri de cv,23.12416,-102.8206
5760,energia dg s de rl de cv,17.98025,-92.972
5761,servicios mexicanos de turismo sa ,18.56109,-99.60131
5762,jose coronel aguilar,17.03075,-96.72919
5763,arquimedes komukai matsui,15.32608,-92.65522
5764,parador san jorge sa de cv,19.47395,-100.3537
5765,maria del carmen guadalupe budar tlatelpa,19.10461,-97.95576
5766,multiservicio la plata sa de cv,22.75284,-102.5295
5767,estaciones de servicio sa de cv,20.55427,-100.2183
5768,multiservicios terashima sa cv,27.64689,-101.2797
5769,versantis sa de cv,20.99653,-101.2889
5770,estaciones de servicio sa de cv,20.55605,-100.2172
5771,servicio sarogar sa de cv  e06982,22.07793,-98.65143
5772,combustibles de la bahia sa de cv,20.64518,-105.2203
5773,combustibles gasosur sa de cv,17.57382,-99.51318
5774,servicio jecopaco sa de cv,27.19483,-109.7689
5775,lopez chaira sa de cv,32.47268,-114.7672
5776,petro lonsa sa de cv,26.22474,-98.59243
5777,combustibles progreso industrial sa de cv,19.62557,-99.33618
5778,grupo empresarial cachanilla sa de cv,32.58219,-115.3563
5779,grupo gasolinero alfa sa de cv,20.56022,-100.3585
5780,combustibles del sur sa  de cv,18.33474,-99.50811
5781,servicios colorines sa de cv,19.18412,-96.26376
5782,auto servicio musa sa de cv,27.0496,-109.4423
5783,camino real de tepeaca sa de cv,18.98588,-97.90867
5784,servicio bacalar sa de cv,18.49869,-88.29049
5785,comercial modelo de victoria sa de cv ,23.74787,-99.12656
5786,xochitl mojica castillo,19.7157,-101.1723
5787,becktrop gdl sa de cv,20.72913,-103.3143
5788,servicom de la costa del pacifico sa de cv,23.19495,-106.3316
5789,madel francisca lugo,24.40319,-104.3125
5790,tereso sierra almaraz,24.47523,-104.0007
5791,multiservicios murillo sa de cv,23.63885,-103.6433
5792,grupo ferche sa de cv,19.0984,-96.11474
5793,gasolineria michifazo ii sa de cv,20.78345,-104.1972
5794,estaciones de servicio sa de cv,20.38845,-99.98417
5795,marlo industrias sa de cv,28.71164,-106.1054
5796,servicom de la costa del pacifico sa de cv,24.77865,-107.3928
5797,hidrocarburos esmhar san isidro sa de cv,20.5526,-99.32553
5798,grupo jovaldi sa de cv,19.06647,-104.2873
5799,combustibles coyuca sa de cv,17.00197,-100.0796
5800,servicio ambakiti s de rl de cv,19.65844,-102.0352
5801,servicio la cantera sa de cv,19.08176,-98.32779
5802,inmobiliaria roribe sa de cv,32.53306,-117.0221
5803,gasolinera juanacatlan sa de cv,20.51097,-103.1732
5804,sin final sa de cv,17.56006,-92.95064
5805,gasolinera de estacion de servicios hombres ilustr,16.87515,-95.03276
5806,miguel arciniega figueroa,19.39674,-104.0562
5807,servicio martinez hernandez sa de cv,18.92036,-99.19455
5808,servicio aztlan sa de cv,19.54165,-99.03633
5809,maria victoria vazquez taboada,17.99842,-93.39648
5810,gasolinera las arboledas sa de cv,19.55358,-99.21138
5811,gasolinera reforma sa de cv,30.71186,-112.1511
5812,soluciones p&ampl sapi de cv,-99.03223,19.41447
5813,servicio estacion manuelsa de cv,22.72203,-98.30575
5814,combustibles macerali sa de cv,24.84348,-107.4417
5815,servicio alcatraz sa de cv ,30.64483,-110.9467
5816,servicios rio panuco sa de cv  e03787,22.22345,-97.90408
5817,ricardo enrique barron martinez,25.87789,-97.51659
5818,servicio nueva vizcaya s de rl de cv,24.01089,-104.6671
5819,jose raul cervantes lopez,19.30557,-97.79377
5820,grupo el rey corporativo s de rl de cv,32.61737,-115.4057
5821,grupo imno sa de cv,27.48079,-109.9459
5822,gasolineria cordoba sa de cv,18.87526,-96.94514
5823,ga servicios centenario sa de cv,21.9387,-100.0014
5824,j trinidad fonseca torres,20.87082,-101.9872
5825,socorro parra maldonado,28.39447,-106.8943
5826,naro de puebla sa de cv,19.00661,-98.23716
5827,comercializadora nlibja sa de cv  e09020,25.83686,-97.4374
5828,las palmas de puebla sa de cv,19.02073,-98.21153
5829,super gasolineras de la frontera sa de cv ,28.59762,-106.0324
5830,servicio el crucero sa de cv,19.90338,-99.33716
5831,servicios las misiones sa de cv ,21.13088,-99.63165
5832,servicio villaydalgo  sa de cv,21.74552,-105.1353
5833,estaciones de servicio sa de cv,20.59787,-101.177
5834,gasolinera roji sa de cv,18.83699,-97.09353
5835,servicio gasolinero grupo futuro sa de cv,21.46456,-104.8773
5836,servicio villas sa de cv,20.68255,-101.3859
5837,servicio santa anita sa de cv,21.78702,-103.2994
5838,servigarza uaeh sa de cv,20.08789,-98.7131
5839,grupo gasolinero de occidente sa de cv,19.32562,-103.6026
5840,gasolinera logo sa,21.09769,-101.6309
5841,super comercial azteca s de rl de cv,27.68375,-99.76808
5842,servicios abba del fuerte s a,26.41212,-108.3738
5843,servicio sabinas sa de cv,26.50694,-100.0195
5844,renato franyutti mujica,17.99933,-95.3889
5845,grupo uniones sa de cv,32.54032,-116.9971
5846,super servicio jardines s a de c v,25.74314,-100.2637
5847,multiservicio tizimin sa de cv,21.1273,-88.15498
5848,felipe tovar navarro,21.94173,-105.2904
5849,gasolinera y servicio pitic sa de cv,29.108,-110.9702
5850,comercializadora nlibja sa de cv  e09020,25.87252,-97.55154
5851,servicio el huizache de agustina ramirez sa de cv,25.24178,-108.088
5852,soluciones p&ampl sapi de cv,-99.02986,19.3882
5853,servicio zacapexco sa de cv,19.72979,-99.48136
5854,servicio cajeles sa de cv,17.27515,-99.48994
5855,auto servicio mirsot sa de cv,20.03806,-100.7341
5856,servicio gilga sa de cv,18.06462,-96.14545
5857,servicio teocalco sa de cv,20.09075,-99.29574
5858,servicio cactus sa de cv,25.54317,-100.9478
5859,servicio llazpe sa de cv,26.44131,-104.6731
5860,prontogas sa de cv,28.66836,-106.0767
5861,bernabe castillo salcedo,32.50494,-115.0654
5862,estacion de servicio monte de la virgen sa de cv,20.63971,-103.3464
5863,eldaid salas lopez,20.72521,-97.84425
5864,super s rapiditos bip bip sa de cv,31.56595,-106.3448
5865,servicio gasolinero del campo sa de cv,28.51486,-106.9127
5866,servicio ecologico chicoloapan sa de cv ,19.41651,-98.91323
5867,servicio tempoal sa de cv  e09730,21.49384,-98.35736
5868,alm gas sa de cv,19.58982,-99.27598
5869,estaciones de servicio sa de cv,20.5938,-100.4152
5870,jose raul cervantes lopez,19.31353,-97.93058
5871,estacion de servicio la sierra sa de cv,22.82557,-102.3973
5872,servicio sanchez e hijos sa,31.86581,-116.6203
5873,adolfo lopez calderon,20.01802,-101.0347
5874,servi conchitas sa de cv,18.85613,-95.8983
5875,becktrop gdl sa de cv,20.72247,-103.3167
5876,auto servicio la glorieta sa de cv,17.98045,-92.95016
5877,servicio cimovi sa de cv,16.28225,-97.82909
5878,servicio atm sa de cv,32.62549,-115.4138
5879,gasolinerias premier de mexico sa de cv,20.50021,-99.92644
5880,estacion de servicio boca del monte sa de cv,18.32,-96.0731
5881,estaciones de servicio sa de cv,20.5862,-100.3892
5882,centro gasolinero animas sa de cv,21.27587,-97.44616
5883,combustibles de yucatan sa de cv,20.94868,-89.64977
5884,servicios gasolineros de mexico sa de cv,25.41155,-100.9564
5885,maria concepcion jimenez sanchez,19.76207,-97.56541
5886,grupo octanus del centro sa de cv,19.40331,-98.99556
5887,combustibles villas sa de cv,32.60637,-115.4793
5888,super s rapiditos bip bip sa de cv,31.71612,-106.3764
5889,lubricantes robi sa de cv,19.48769,-99.11272
5890,gabino delfino campos castillo,20.62516,-100.3878
5891,simba express sa de cv,20.78223,-103.6957
5892,cima del tajin sa de cv,20.48531,-97.45887
5893,estacion de servicio bahia asuncion sa de cv,27.14605,-114.2907
5894,gasolinera las palmas sa de cv,22.3427,-97.87624
5895,distribuidora el calvario s a de c v,25.78983,-100.1949
5896,ma concepcion armendariz parra,30.40049,-107.9137
5897,servicio isla sa de cv,17.446,-95.4269
5898,jose luis gulias merelles,19.46975,-99.10093
5899,rodeli san jose sa de c v ,20.98127,-100.4343
5900,lucia paula flores carrillo,18.92847,-97.68062
5901,mega servicios de occidente sa de cv ,24.78314,-107.3762
5902,estaciones de servicio sa de cv,20.58777,-100.368
5903,servicios gasolineros de mexico sa de cv,26.80545,-101.4203
5904,operadora rio colorado s de rl de cv,32.44652,-114.7859
